Global Volcanism Program - Volcanoes of the World 4.8.6,,,,Downloaded on 05 Mar 2020 at 08:30 AM,,,,,,,,,
Volcano Number,Volcano Name,Eruption Number,Eruption Start Year,Event Number,Event Type,Event Remarks,Event Date Year Modifier,Event Date Year,Event Date Year Uncertainty,Event Date Month,Event Date Day Modifier,Event Date Day,Event Date Day Uncertainty
300240,Tolbachik,19323,1975,112021,Cinder cone formation,,,,,,,,
300240,Tolbachik,19323,1975,112022,Volcanic tremor,,,,,,,,
300240,Tolbachik,19323,1975,112023,Seismicity (volcanic),Before eruption.,,,,,,,
300240,Tolbachik,19323,1975,112024,Seismicity (volcanic),,,,,,,,
300240,Tolbachik,19323,1975,112025,Deformation (inflation),,,,,,,,
300240,Tolbachik,19323,1975,112026,Deformation (deflation),,,,,,,,
300250,Bezymianny,19324,-7050,112028,Explosion,,,,,,,,
300250,Bezymianny,19325,-5050,112030,Explosion,,,,,,,,
300250,Bezymianny,19326,-2750,112032,Explosion,,,,,,,,
300250,Bezymianny,19326,-2750,112033,Lava flow(s),,,,,,,,
300250,Bezymianny,19326,-2750,112034,Lava dome formation,,,,,,,,
300250,Bezymianny,19327,-1550,112036,Lava dome formation,,,,,,,,
300250,Bezymianny,19328,-1350,112038,Explosion,,,,,,,,
300250,Bezymianny,19328,-1350,112039,Lava flow(s),,,,,,,,
300250,Bezymianny,19328,-1350,112040,Lava dome formation,,,,,,,,
300250,Bezymianny,19329,-450,112041,Explosion,,,,,,,,
300250,Bezymianny,19329,-450,112042,Ash,,,,,,,,
300250,Bezymianny,19329,-450,112043,Lapilli,,,,,,,,
300250,Bezymianny,19329,-450,112044,Pumice,,,,,,,,
300250,Bezymianny,19330,150,112045,Explosion,,,,,,,,
300250,Bezymianny,19330,150,112046,Lava flow(s),,,,,,,,
300250,Bezymianny,19331,250,112047,Explosion,,,,,,,,
300250,Bezymianny,19331,250,112048,Ash,,,,,,,,
300250,Bezymianny,19331,250,112049,Lava flow(s),,,,,,,,
300250,Bezymianny,19332,600,112050,Explosion,,,,,,,,
300250,Bezymianny,19338,1958,112051,Explosion,weak or small,,,,,,,
300250,Bezymianny,19338,1958,112052,Ash,,,,,,,,
300250,Bezymianny,19338,1958,112053,Lava dome formation,,,,,,,,
300250,Bezymianny,19338,1958,112054,Earthquakes (undefined),Before.,,,,,,,
300250,Bezymianny,19339,1958,112056,Explosion,weak or small,,,,,,,
300250,Bezymianny,19339,1958,112057,Lava dome formation,,,,,,,,
300250,Bezymianny,19340,1958,112059,Explosion,weak or small,,,,,,,
300250,Bezymianny,19340,1958,112060,Lava dome formation,,,,,,,,
300250,Bezymianny,19341,1959,112062,Explosion,weak or small,,,,,,,
300250,Bezymianny,19341,1959,112063,Lava dome formation,,,,,,,,
300250,Bezymianny,19342,1961,112065,Explosion,,,,,,,,
300250,Bezymianny,19342,1961,112066,Pyroclastic flow,,,,,,,,
300250,Bezymianny,19343,1961,112068,Explosion,weak or small,,,,,,,
300250,Bezymianny,19343,1961,112069,Lava dome formation,,,,,,,,
300250,Bezymianny,19344,1962,112071,Explosion,weak or small,,,,,,,
300250,Bezymianny,19344,1962,112072,Lava dome formation,,,,,,,,
300250,Bezymianny,19345,1963,112074,Pyroclastic flow,weak or small,,,,,,,
300250,Bezymianny,19345,1963,112075,Lava dome formation,,,,,,,,
300250,Bezymianny,19346,1964,112077,Pyroclastic flow,weak or small,,,,,,,
300250,Bezymianny,19346,1964,112078,Lava dome formation,,,,,,,,
300250,Bezymianny,19346,1964,112079,Earthquakes (undefined),Before.,,,,,,,
300250,Bezymianny,19347,1964,112081,Pyroclastic flow,weak or small,,,,,,,
300250,Bezymianny,19347,1964,112082,Lava dome formation,,,,,,,,
300250,Bezymianny,19351,1977,112084,Directed explosion,,,,,,,,
300250,Bezymianny,19352,1978,112086,Explosion,,,,,,,,
300250,Bezymianny,19352,1978,112087,Lahar or mudflow,,,,,,,,
300250,Bezymianny,19353,1979,112089,Explosion,,,,,,,,
300250,Bezymianny,19353,1979,112090,Ash,,,,,,,,
300250,Bezymianny,19353,1979,112091,Pyroclastic flow,,,,,,,,
300250,Bezymianny,19353,1979,112092,Lava flow(s),,,,,,,,
300250,Bezymianny,19354,1979,112094,Explosion,,,,,,,,
300250,Bezymianny,19354,1979,112095,Pyroclastic flow,,,,,,,,
300250,Bezymianny,19354,1979,112096,Lava flow(s),,,,,,,,
300250,Bezymianny,19355,1980,112098,Explosion,,,,,,,,
300250,Bezymianny,19355,1980,112099,Pyroclastic flow,,,,,,,,
300250,Bezymianny,19355,1980,112100,Lava flow(s),moderate,,,,,,,
300250,Bezymianny,19355,1980,112101,Lava dome formation,,,,,,,,
300250,Bezymianny,19355,1980,112102,Lahar or mudflow,,,,,,,,
300250,Bezymianny,19356,1980,112104,Explosion,weak or small,,,,,,,
300250,Bezymianny,19356,1980,112105,Pyroclastic flow,,,,,,,,
300250,Bezymianny,19356,1980,112106,Lava flow(s),,,,,,,,
300260,Klyuchevskoy,19357,1911,112108,Explosion,,,,,,,,
300260,Klyuchevskoy,19358,1913,112110,Explosion,,,,,,,,
300260,Klyuchevskoy,19359,1915,112112,Explosion,,,,,,,,
300250,Bezymianny,19360,1981,112114,Explosion,"violent, strong, or large",,,,,,,
300250,Bezymianny,19360,1981,112115,Ash,,,,,,,,
300250,Bezymianny,19360,1981,112116,Pyroclastic flow,weak or small,,,,,,,
300250,Bezymianny,19364,1986,112117,Lava flow(s),,,,,,,,
300250,Bezymianny,19364,1986,112118,Lava dome formation,,,,,,,,
300250,Bezymianny,19365,1989,112120,Explosion,,,,,,,,
300250,Bezymianny,19365,1989,112121,Ash,,,,,,,,
300250,Bezymianny,19365,1989,112122,Pyroclastic flow,,,,,,,,
300250,Bezymianny,19365,1989,112123,Lava flow(s),,,,,,,,
300250,Bezymianny,19365,1989,112124,Lava dome formation,,,,,,,,
300250,Bezymianny,19365,1989,112125,Volcanic tremor,,,,,,,,
300250,Bezymianny,19365,1989,112126,Earthquakes (undefined),,,,,,,,
300250,Bezymianny,19366,1990,112128,Explosion,,,,,,,,
300250,Bezymianny,19366,1990,112129,Pyroclastic flow,,,,,,,,
300250,Bezymianny,19366,1990,112130,Lava flow(s),,,,,,,,
300250,Bezymianny,19366,1990,112131,Lava dome formation,,,,,,,,
300250,Bezymianny,19366,1990,112132,Eruption cloud,,,,,,,,
300250,Bezymianny,19366,1990,112133,Earthquakes (undefined),,,,,,,,
300250,Bezymianny,19367,1992,112135,Explosion,,,,,,,,
300250,Bezymianny,19367,1992,112136,Ash,,,,,,,,
300250,Bezymianny,19367,1992,112137,Lava flow(s),,,,,,,,
300250,Bezymianny,19367,1992,112138,Lava dome formation,,,,,,,,
300250,Bezymianny,19368,1993,112140,Explosion,,,,,,,,
300250,Bezymianny,19368,1993,112141,Ash,,,,,,,,
300250,Bezymianny,19368,1993,112142,Pyroclastic flow,,,,,,,,
300250,Bezymianny,19368,1993,112143,Lava flow(s),,,,,,,,
300250,Bezymianny,19368,1993,112144,Lava dome formation,,,,,,,,
300250,Bezymianny,19368,1993,112145,Lahar or mudflow,,,,,,,,
300250,Bezymianny,19368,1993,112146,Volcanic tremor,,,,,,,,
300250,Bezymianny,19368,1993,112147,Blocks,,,,,,,,
300250,Bezymianny,19369,1994,112149,Explosion,,,,,,,,
300250,Bezymianny,19375,1999,112150,Ash,,,,,,,,
300250,Bezymianny,19375,1999,112151,Volcanic tremor,,,,,,,,
300250,Bezymianny,19375,1999,112152,Earthquakes (undefined),Before.,,,,,,,
300250,Bezymianny,19375,1999,112153,Earthquakes (undefined),,,,,,,,
300250,Bezymianny,19376,2000,112155,Explosion,,,,,,,,
300250,Bezymianny,19376,2000,112156,Ash,,,,,,,,
300250,Bezymianny,19376,2000,112157,Eruption cloud,,,,,,,,
300250,Bezymianny,19376,2000,112158,Volcanic tremor,Before eruption.,,,,,,,
300250,Bezymianny,19376,2000,112159,Earthquakes (undefined),Before.,,,,,,,
300250,Bezymianny,19376,2000,112160,Earthquakes (undefined),,,,,,,,
300250,Bezymianny,19377,2000,112162,Explosion,,,,,,,,
300250,Bezymianny,19377,2000,112163,Ash,,,,,,,,
300250,Bezymianny,19377,2000,112164,Lava dome formation,,,,,,,,
300250,Bezymianny,19377,2000,112165,Earthquakes (undefined),Before.,,,,,,,
300250,Bezymianny,19378,2001,112167,Explosion,,,,,,,,
300250,Bezymianny,19378,2001,112168,Ash,,,,,,,,
300250,Bezymianny,19378,2001,112169,Lava flow(s),,,,,,,,
300250,Bezymianny,19378,2001,112170,Lava dome formation,,,,,,,,
300250,Bezymianny,19378,2001,112171,Eruption cloud,,,,,,,,
300250,Bezymianny,19378,2001,112172,Volcanic tremor,,,,,,,,
300250,Bezymianny,19378,2001,112173,Earthquakes (undefined),,,,,,,,
300250,Bezymianny,19378,2001,112174,Earthquakes (undefined),After.,,,,,,,
300250,Bezymianny,19379,2001,112176,Explosion,,,,,,,,
300250,Bezymianny,19379,2001,112177,Ash,,,,,,,,
300250,Bezymianny,19379,2001,112178,Lava dome formation,,,,,,,,
300250,Bezymianny,19379,2001,112179,Earthquakes (undefined),Before.,,,,,,,
300250,Bezymianny,19379,2001,112180,Earthquakes (undefined),,,,,,,,
300250,Bezymianny,19379,2001,112181,Earthquakes (undefined),After.,,,,,,,
300250,Bezymianny,19385,2007,112183,Lava flow(s),,,,,,,,
300250,Bezymianny,19385,2007,112184,Lahar or mudflow,,,,,,,,
300250,Bezymianny,19385,2007,112185,Debris avalanches,weak or small,,,,,,,
300250,Bezymianny,19385,2007,112186,Earthquakes (undefined),,,,,,,,
300250,Bezymianny,19386,2008,112188,Explosion,,,,,,,,
300250,Bezymianny,19386,2008,112189,Ash,,,,,,,,
300250,Bezymianny,19386,2008,112190,Lava flow(s),,,,,,,,
300250,Bezymianny,19386,2008,112191,Lava dome formation,,,,,,,,
300250,Bezymianny,19386,2008,112192,Volcanic tremor,Before eruption.,,,,,,,
300250,Bezymianny,19386,2008,112193,Volcanic tremor,,,,,,,,
300250,Bezymianny,19387,2009,112195,Explosion,,,,,,,,
300250,Bezymianny,19387,2009,112196,Ash,,,,,,,,
300250,Bezymianny,19387,2009,112197,Lava flow(s),,,,,,,,
300250,Bezymianny,19387,2009,112198,Earthquakes (undefined),Before.,,,,,,,
300250,Bezymianny,19387,2009,112199,Earthquakes (undefined),,,,,,,,
300250,Bezymianny,19388,2010,112201,Explosion,,,2010,,6,,1,
300250,Bezymianny,19388,2010,112202,Ash,,,,,,,,
300250,Bezymianny,19388,2010,112203,Pyroclastic flow,Uncertain,,,,,,,
300250,Bezymianny,19388,2010,112204,Lava flow(s),,,,,,,,
300250,Bezymianny,19388,2010,112205,Earthquakes (undefined),Before.,,,,,,,
300250,Bezymianny,19388,2010,112206,Earthquakes (undefined),,,,,,,,
300250,Bezymianny,19388,2010,112208,Lava flow(s),,,,,,,,
300261,Ushkovsky,19390,-7550,112209,Explosion,,,,,,,,
300261,Ushkovsky,19390,-7550,112210,Tephra,,,,,,,,
300261,Ushkovsky,19391,-6670,112213,Explosion,,,,,,,,
300261,Ushkovsky,19391,-6670,112214,Caldera formation,Lava effusion,,,,,,,
300260,Klyuchevskoy,19407,1788,112217,Explosion,,,,,,,,
300260,Klyuchevskoy,19408,1788,112219,Explosion,,,,,,,,
300260,Klyuchevskoy,19409,1789,112221,Explosion,,,,,,,,
300260,Klyuchevskoy,19409,1789,112222,Ash,,,,,,,,
300260,Klyuchevskoy,19409,1789,112223,Blocks,,,,,,,,
300260,Klyuchevskoy,19410,1791,112225,Explosion,,,,,,,,
300260,Klyuchevskoy,19411,1791,112227,Explosion,,,,,,,,
300260,Klyuchevskoy,19412,1807,112229,Explosion,,,,,,,,
300260,Klyuchevskoy,19412,1807,112230,Flames,,,,,,,,
300260,Klyuchevskoy,19413,1812,112232,Explosion,,,,,,,,
300260,Klyuchevskoy,19413,1812,112233,Ash,,,,,,,,
300260,Klyuchevskoy,19414,1813,112235,Explosion,,,,,,,,
300260,Klyuchevskoy,19415,1819,112237,Explosion,,,,,,,,
300260,Klyuchevskoy,19415,1819,112238,Lava flow(s),,,,,,,,
300260,Klyuchevskoy,19415,1819,112239,Earthquakes (undefined),,,,,,,,
300260,Klyuchevskoy,19416,1829,112242,Explosion,,,,,,,,
300260,Klyuchevskoy,19416,1829,112243,Ash,,,,,,,,
300260,Klyuchevskoy,19416,1829,112244,Lava flow(s),,,,,,,,
300260,Klyuchevskoy,19417,1840,112246,Explosion,,,,,,,,
300260,Klyuchevskoy,19418,1848,112248,Explosion,,,,,,,,
300260,Klyuchevskoy,19433,1909,112249,Explosion,,,,,,,,
300260,Klyuchevskoy,19433,1909,112250,Ash,,,,,,,,
300260,Klyuchevskoy,19434,1910,112252,Explosion,,,,,,,,
300260,Klyuchevskoy,19435,1932,112254,Explosion,,,,,,,,
300260,Klyuchevskoy,19435,1932,112255,Ash,,,,,,,,
300260,Klyuchevskoy,19435,1932,112256,Lapilli,,,,,,,,
300260,Klyuchevskoy,19435,1932,112257,Bombs,,,,,,,,
300260,Klyuchevskoy,19435,1932,112258,Lava flow(s),,,,,,,,
300260,Klyuchevskoy,19435,1932,112259,Cinder cone formation,,,,,,,,
300260,Klyuchevskoy,19435,1932,112260,Earthquakes (undefined),Before.,,,,,,,
300260,Klyuchevskoy,19436,1935,112262,Explosion,,,,,,,,
300260,Klyuchevskoy,19436,1935,112263,Ash,,,,,,,,
300260,Klyuchevskoy,19436,1935,112264,Earthquakes (undefined),,,,,,,,
300260,Klyuchevskoy,19437,1937,112268,Explosion,,,,,,,,
300260,Klyuchevskoy,19437,1937,112269,Lava flow(s),,,,,,,,
300260,Klyuchevskoy,19437,1937,112270,Cinder cone formation,,,,,,,,
300260,Klyuchevskoy,19437,1937,112271,Crater formation,Parasitic.,,,,,,,
300260,Klyuchevskoy,19438,1944,112274,Explosion,,,,,,,,
300260,Klyuchevskoy,19438,1944,112275,Ash,,,,,,,,
300260,Klyuchevskoy,19438,1944,112276,Lava flow(s),,,,,,,,
300260,Klyuchevskoy,19438,1944,112277,Debris avalanches,,,,,,,,
300260,Klyuchevskoy,19439,1945,112279,Explosion,,,,,,,,
300260,Klyuchevskoy,19439,1945,112280,Lava flow(s),,,,,,,,
300260,Klyuchevskoy,19439,1945,112281,Cinder cone formation,,,,,,,,
300260,Klyuchevskoy,19445,1954,112282,Bombs,,,,,,,,
300260,Klyuchevskoy,19445,1954,112283,Flames,,,,,,,,
300260,Klyuchevskoy,19445,1954,112284,Earthquakes (undefined),weak or small,,,,,,,
300260,Klyuchevskoy,19446,1956,112288,Explosion,,,,,,,,
300260,Klyuchevskoy,19446,1956,112289,Lava flow(s),,,,,,,,
300260,Klyuchevskoy,19446,1956,112290,Crater formation,Parasitic.,,,,,,,
300260,Klyuchevskoy,19446,1956,112291,Earthquakes (undefined),,,,,,,,
300260,Klyuchevskoy,19447,1957,112293,Explosion,weak or small,,,,,,,
300260,Klyuchevskoy,19447,1957,112294,Ash,,,,,,,,
300260,Klyuchevskoy,19448,1958,112296,Explosion,weak or small,,,,,,,
300260,Klyuchevskoy,19448,1958,112297,Ash,weak or small,,,,,,,
300260,Klyuchevskoy,19448,1958,112298,Earthquakes (undefined),Before.,,,,,,,
300260,Klyuchevskoy,19449,1959,112300,Explosion,weak or small,,,,,,,
300260,Klyuchevskoy,19450,1960,112302,Explosion,,,,,,,,
300260,Klyuchevskoy,19451,1963,112304,Explosion,weak or small,,,,,,,
300260,Klyuchevskoy,19452,1965,112307,Explosion,,,,,,,,
300260,Klyuchevskoy,19452,1965,112308,Ash,,,,,,,,
300260,Klyuchevskoy,19452,1965,112309,Lapilli,,,,,,,,
300260,Klyuchevskoy,19452,1965,112310,Bombs,,,,,,,,
300260,Klyuchevskoy,19452,1965,112311,Lava flow(s),,,,,,,,
300260,Klyuchevskoy,19452,1965,112312,Lava fountains,,,,,,,,
300260,Klyuchevskoy,19452,1965,112313,Volcanic tremor,,,,,,,,
300260,Klyuchevskoy,19452,1965,112314,Seismicity (volcanic),,,,,,,,
300260,Klyuchevskoy,19460,1977,112315,Lava flow(s),,,,,,,,
300260,Klyuchevskoy,19460,1977,112316,Fatalities,,,1978,,,,,
300260,Klyuchevskoy,19460,1977,112317,Cinder cone formation,,,,,,,,
300260,Klyuchevskoy,19460,1977,112318,Volcanic tremor,,,,,,,,
300260,Klyuchevskoy,19461,1981,112320,Explosion,weak or small,,,,,,,
300260,Klyuchevskoy,19461,1981,112321,Ash,,,,,,,,
300260,Klyuchevskoy,19461,1981,112322,Volcanic tremor,,,,,,,,
300260,Klyuchevskoy,19461,1981,112323,Volcanic tremor,After eruption.,,,,,,,
300260,Klyuchevskoy,19463,1982,112326,Explosion,weak or small,,,,,,,
300260,Klyuchevskoy,19463,1982,112327,Ash,,,,,,,,
300260,Klyuchevskoy,19463,1982,112328,Bombs,,,,,,,,
300260,Klyuchevskoy,19463,1982,112329,Phreatic activity,Uncertain,,,,,,,
300260,Klyuchevskoy,19464,1982,112333,Explosion,,,,,,,,
300260,Klyuchevskoy,19464,1982,112334,Ash,,,,,,,,
300260,Klyuchevskoy,19464,1982,112335,Phreatic activity,,,,,,,,
300260,Klyuchevskoy,19464,1982,112336,Lava flow(s),"violent, strong, or large",,,,,,,
300260,Klyuchevskoy,19464,1982,112337,Fatalities,,,1983,,,,,
300260,Klyuchevskoy,19464,1982,112338,Lahar or mudflow,,,,,,,,
300260,Klyuchevskoy,19464,1982,112339,Lava fountains,,,,,,,,
300260,Klyuchevskoy,19464,1982,112340,Cinder cone formation,,,,,,,,
300260,Klyuchevskoy,19464,1982,112341,Volcanic tremor,,,,,,,,
300260,Klyuchevskoy,19464,1982,112342,Earthquakes (undefined),,,,,,,,
300260,Klyuchevskoy,19465,1984,112344,Explosion,,,,,,,,
300260,Klyuchevskoy,19465,1984,112345,Ash,,,,,,,,
300260,Klyuchevskoy,19465,1984,112346,Bombs,,,,,,,,
300260,Klyuchevskoy,19465,1984,112347,Phreatic activity,,,,,,,,
300260,Klyuchevskoy,19468,1986,112348,Crater formation,Summit.,,,,,,,
300260,Klyuchevskoy,19468,1986,112349,Earthquakes (undefined),,,,,,,,
300260,Klyuchevskoy,19468,1986,112350,Deformation (inflation),,,,,,,,
300260,Klyuchevskoy,19468,1986,112351,Deformation (deflation),,,,,,,,
300260,Klyuchevskoy,19468,1986,112352,Lightning,,,,,,,,
300260,Klyuchevskoy,19469,1991,112354,Explosion,,,,,,,,
300260,Klyuchevskoy,19469,1991,112355,Eruption cloud,,,,,,,,
300260,Klyuchevskoy,19470,1992,112357,Explosion,,,,,,,,
300260,Klyuchevskoy,19470,1992,112358,Ash,,,,,,,,
300260,Klyuchevskoy,19470,1992,112359,Volcanic tremor,,,,,,,,
300260,Klyuchevskoy,19470,1992,112360,Earthquakes (undefined),,,,,,,,
300260,Klyuchevskoy,19471,1992,112362,Explosion,,,,,,,,
300260,Klyuchevskoy,19471,1992,112363,Ash,,,,,,,,
300260,Klyuchevskoy,19471,1992,112364,Phreatic activity,,,,,,,,
300260,Klyuchevskoy,19471,1992,112365,Lava flow(s),,,,,,,,
300260,Klyuchevskoy,19471,1992,112366,Property damage,,,,,,,,
300260,Klyuchevskoy,19471,1992,112367,Lahar or mudflow,,,,,,,,
300260,Klyuchevskoy,19471,1992,112368,Lava fountains,,,,,,,,
300260,Klyuchevskoy,19471,1992,112369,Volcanic tremor,,,,,,,,
300260,Klyuchevskoy,19472,1994,112372,Explosion,,,,,,,,
300260,Klyuchevskoy,19472,1994,112373,Ash,,,,,,,,
300260,Klyuchevskoy,19472,1994,112374,Pyroclastic flow,,,,,,,,
300260,Klyuchevskoy,19472,1994,112375,Phreatic activity,,,,,,,,
300260,Klyuchevskoy,19472,1994,112376,Lava flow(s),,,,,,,,
300260,Klyuchevskoy,19472,1994,112377,Property damage,,,,,,,,
300260,Klyuchevskoy,19472,1994,112378,Lahar or mudflow,,,,,,,,
300260,Klyuchevskoy,19472,1994,112379,Lava fountains,,,,,,,,
300260,Klyuchevskoy,19472,1994,112380,Eruption cloud,,,,,,,,
300260,Klyuchevskoy,19478,2000,112381,Eruption cloud,,,,,,,,
300260,Klyuchevskoy,19478,2000,112382,Volcanic tremor,Before eruption.,,,,,,,
300260,Klyuchevskoy,19478,2000,112383,Earthquakes (undefined),,,,,,,,
300260,Klyuchevskoy,19479,2002,112385,Explosion,,,,,,,,
300260,Klyuchevskoy,19479,2002,112386,Ash,,,,,,,,
300260,Klyuchevskoy,19479,2002,112387,Volcanic tremor,,,,,,,,
300260,Klyuchevskoy,19479,2002,112388,Earthquakes (undefined),Before.,,,,,,,
300260,Klyuchevskoy,19479,2002,112389,Earthquakes (undefined),,,,,,,,
300260,Klyuchevskoy,19480,2002,112391,Explosion,,,,,,,,
300260,Klyuchevskoy,19480,2002,112392,Ash,,,,,,,,
300260,Klyuchevskoy,19480,2002,112393,Lava flow(s),Uncertain,,,,,,,
300260,Klyuchevskoy,19480,2002,112394,Lahar or mudflow,,,,,,,,
300260,Klyuchevskoy,19480,2002,112395,Volcanic tremor,Before eruption.,,,,,,,
300260,Klyuchevskoy,19480,2002,112396,Volcanic tremor,,,,,,,,
300260,Klyuchevskoy,19480,2002,112397,Earthquakes (undefined),,,,,,,,
300260,Klyuchevskoy,19481,2004,112399,Explosion,,,,,,,,
300260,Klyuchevskoy,19481,2004,112400,Ash,weak or small,,,,,,,
300260,Klyuchevskoy,19482,2005,112402,Explosion,,,,,,,,
300260,Klyuchevskoy,19482,2005,112403,Ash,,,,,,,,
300260,Klyuchevskoy,19482,2005,112404,Bombs,,,,,,,,
300260,Klyuchevskoy,19482,2005,112405,Lava flow(s),,,,,,,,
300260,Klyuchevskoy,19482,2005,112406,Lahar or mudflow,,,,,,,,
300260,Klyuchevskoy,19482,2005,112407,Earthquakes (undefined),Before.,,,,,,,
300260,Klyuchevskoy,19482,2005,112408,Earthquakes (undefined),,,,,,,,
300260,Klyuchevskoy,19483,2007,112410,Explosion,,,,,,,,
300260,Klyuchevskoy,19483,2007,112411,Ash,,,,,,,,
300260,Klyuchevskoy,19483,2007,112412,Bombs,,,,,,,,
300260,Klyuchevskoy,19483,2007,112413,Lava flow(s),,,,,,,,
300272,Khangar,19491,-5700,112414,Crater formation,Summit.,,,,,,,
300272,Khangar,19491,-5700,112415,Pumice,,,,,,,,
300272,Khangar,19492,-5500,112416,Explosion,,,,,,,,
300272,Khangar,19492,-5500,112417,Ash,,,,,,,,
300272,Khangar,19492,-5500,112418,Pyroclastic flow,,,,,,,,
311310,Makushin,19493,1802,112419,Explosion,,,,,,,,
300272,Khangar,19494,-2700,112420,Explosion,,,,,,,,
300272,Khangar,19494,-2700,112421,Ash,,,,,,,,
300272,Khangar,19494,-2700,112422,Lapilli,,,,,,,,
300272,Khangar,19495,-350,112423,Explosion,,,,,,,,
300272,Khangar,19495,-350,112424,Ash,,,,,,,,
300272,Khangar,19496,1000,112425,Explosion,,,,,,,,
300272,Khangar,19496,1000,112426,Ash,,,,,,,,
300272,Khangar,19497,1500,112427,Explosion,,,,,,,,
300272,Khangar,19497,1500,112428,Ash,,,,,,,,
300273,Cherpuk Group,19498,-4550,112430,Explosion,,,,,,,,
300273,Cherpuk Group,19498,-4550,112431,Lava flow(s),,,,,,,,
300273,Cherpuk Group,19498,-4550,112432,Cinder cone formation,,,,,,,,
300270,Sheveluch,19499,-8500,112434,Explosion,,,,,,,,
300270,Sheveluch,19499,-8500,112435,Tephra,,,,,,,,
300270,Sheveluch,19499,-8500,112436,Lava dome formation,,,,,,,,
300270,Sheveluch,19500,-8450,112438,Explosion,,,,,,,,
300270,Sheveluch,19500,-8450,112439,Tephra,,,,,,,,
300270,Sheveluch,19500,-8450,112440,Lava dome formation,,,,,,,,
300270,Sheveluch,19501,-8350,112442,Explosion,,,,,,,,
300270,Sheveluch,19501,-8350,112443,Pyroclastic flow,,,,,,,,
300270,Sheveluch,19501,-8350,112444,Pumice,,,,,,,,
300270,Sheveluch,19502,-8200,112446,Explosion,,,,,,,,
300270,Sheveluch,19511,-7500,112447,Pumice,,,,,,,,
300270,Sheveluch,19512,-7400,112449,Explosion,,,,,,,,
300270,Sheveluch,19512,-7400,112450,Pyroclastic flow,,,,,,,,
300270,Sheveluch,19512,-7400,112451,Pumice,,,,,,,,
300270,Sheveluch,19513,-7300,112453,Explosion,,,,,,,,
300270,Sheveluch,19513,-7300,112454,Pyroclastic flow,,,,,,,,
300270,Sheveluch,19513,-7300,112455,Pumice,,,,,,,,
300270,Sheveluch,19514,-7150,112457,Explosion,,,,,,,,
300270,Sheveluch,19514,-7150,112458,Pyroclastic flow,,,,,,,,
300270,Sheveluch,19514,-7150,112459,Pumice,,,,,,,,
300270,Sheveluch,19515,-7000,112461,Explosion,,,,,,,,
300270,Sheveluch,19515,-7000,112462,Tephra,,,,,,,,
300270,Sheveluch,19515,-7000,112463,Lava dome formation,,,,,,,,
300270,Sheveluch,19516,-6800,112465,Explosion,,,,,,,,
300270,Sheveluch,19516,-6800,112466,Pyroclastic flow,,,,,,,,
300270,Sheveluch,19516,-6800,112467,Pumice,,,,,,,,
300270,Sheveluch,19517,-6600,112469,Explosion,,,,,,,,
300270,Sheveluch,19517,-6600,112470,Pyroclastic flow,,,,,,,,
300270,Sheveluch,19517,-6600,112471,Pumice,,,,,,,,
300270,Sheveluch,19518,-6500,112473,Explosion,,,,,,,,
300270,Sheveluch,19518,-6500,112474,Tephra,,,,,,,,
300270,Sheveluch,19518,-6500,112475,Lava dome formation,,,,,,,,
300270,Sheveluch,19519,-6400,112477,Explosion,,,,,,,,
300270,Sheveluch,19519,-6400,112478,Ash,,,,,,,,
300270,Sheveluch,19529,-4530,112480,Debris avalanches,,,,,,,,
300270,Sheveluch,19530,-4400,112482,Explosion,,,,,,,,
300270,Sheveluch,19530,-4400,112483,Pyroclastic flow,,,,,,,,
300270,Sheveluch,19530,-4400,112484,Pumice,,,,,,,,
300270,Sheveluch,19531,-4350,112486,Explosion,,,,,,,,
300270,Sheveluch,19531,-4350,112487,Pyroclastic flow,,,,,,,,
300270,Sheveluch,19531,-4350,112488,Debris avalanches,Uncertain,,,,,,,
300270,Sheveluch,19532,-4250,112490,Explosion,,,,,,,,
300270,Sheveluch,19532,-4250,112491,Tephra,,,,,,,,
300270,Sheveluch,19532,-4250,112492,Lava dome formation,,,,,,,,
300270,Sheveluch,19533,-3650,112494,Explosion,,,,,,,,
300270,Sheveluch,19533,-3650,112495,Ash,,,,,,,,
300270,Sheveluch,19533,-3650,112496,Pumice,,,,,,,,
300270,Sheveluch,19534,-3500,112498,Explosion,,,,,,,,
300270,Sheveluch,19534,-3500,112499,Pumice,,,,,,,,
300270,Sheveluch,19535,-780,112501,Explosion,"violent, strong, or large",,,,,,,
300270,Sheveluch,19535,-780,112502,Ash,,,,,,,,
300270,Sheveluch,19535,-780,112503,Pyroclastic flow,,,,,,,,
300270,Sheveluch,19535,-780,112504,Edifice destroyed,Collapse/avalanche,,,,,,,
300270,Sheveluch,19535,-780,112505,Debris avalanches,,,,,,,,
300270,Sheveluch,19536,-650,112507,Explosion,,,,,,,,
300270,Sheveluch,19536,-650,112508,Tephra,,,,,,,,
300270,Sheveluch,19536,-650,112509,Lava dome formation,,,,,,,,
300270,Sheveluch,19537,-500,112511,Explosion,,,,,,,,
300270,Sheveluch,19537,-500,112512,Tephra,,,,,,,,
300270,Sheveluch,19549,250,112514,Explosion,,,,,,,,
300270,Sheveluch,19549,250,112515,Pyroclastic flow,,,,,,,,
300270,Sheveluch,19549,250,112516,Lava dome formation,,,,,,,,
300270,Sheveluch,19550,380,112518,Explosion,,,,,,,,
300270,Sheveluch,19550,380,112519,Pyroclastic flow,,,,,,,,
